target,stage,query_time_step,key_time_step,query_lag_steps,key_lag_steps,mean_attention_score
Tout_C,Early,14,21,-15,-8,0.0254690423607826
Tout_C,Early,14,22,-15,-7,0.0268149506300687
Tout_C,Early,14,23,-15,-6,0.0287810489535331
Tout_C,Early,14,24,-15,-5,0.031779509037733
Tout_C,Early,14,25,-15,-4,0.0366209112107753
Tout_C,Early,14,26,-15,-3,0.0450436919927597
Tout_C,Early,14,27,-15,-2,0.061183113604784
Tout_C,Early,14,28,-15,-1,0.0961771383881568
Tout_C,Early,14,29,-15,0,0.1847951561212539
Tout_C,Early,15,0,-14,-29,0.0225858874619007
Tout_C,Early,15,1,-14,-28,0.0216872040182352
Tout_C,Early,15,2,-14,-27,0.0212296992540359
Tout_C,Early,15,3,-14,-26,0.0210377611219882
Tout_C,Early,15,4,-14,-25,0.0210047699511051
Tout_C,Early,15,5,-14,-24,0.0210636816918849
Tout_C,Early,15,6,-14,-23,0.021171934902668
Tout_C,Early,15,7,-14,-22,0.0213029664009809
Tout_C,Early,15,8,-14,-21,0.0214409977197647
Tout_C,Early,15,9,-14,-20,0.0215778239071369
Tout_C,Early,15,10,-14,-19,0.0217105280607938
Tout_C,Early,15,11,-14,-18,0.0218402259051799
Tout_C,Early,15,12,-14,-17,0.0219710357487201
Tout_C,Early,15,13,-14,-16,0.0221096817404031
Tout_C,Early,15,14,-14,-15,0.0222653448581695
Tout_C,Early,15,15,-14,-14,0.0224499218165874
Tout_C,Early,15,16,-14,-13,0.0226786155253648
Tout_C,Early,15,17,-14,-12,0.0229712501168251
Tout_C,Early,15,18,-14,-11,0.0233543887734413
Tout_C,Early,15,19,-14,-10,0.0238649807870388
Tout_C,Early,15,20,-14,-9,0.0245567616075277
Tout_C,Early,15,21,-14,-8,0.0255119632929563
Tout_C,Early,15,22,-14,-7,0.0268629658967256
Tout_C,Early,15,23,-14,-6,0.0288360156118869
Tout_C,Early,15,24,-14,-5,0.0318435654044151
Tout_C,Early,15,25,-14,-4,0.036695297807455
Tout_C,Early,15,26,-14,-3,0.0451238639652729
Tout_C,Early,15,27,-14,-2,0.06123973056674
Tout_C,Early,15,28,-14,-1,0.096076913177967
Tout_C,Early,15,29,-14,0,0.1839341223239898
