target,query_time_step,key_time_step,mean_attention_score
Tout_C,10,8,0.0219954080518838
Tout_C,10,9,0.0221458331783136
Tout_C,10,10,0.0222882416861611
Tout_C,10,11,0.0224264591107541
Tout_C,10,12,0.0225665416088355
Tout_C,10,13,0.0227163923773729
Tout_C,10,14,0.0228857403084585
Tout_C,10,15,0.0230864653243122
Tout_C,10,16,0.0233333087836654
Tout_C,10,17,0.0236450894506883
Tout_C,10,18,0.0240466685050058
Tout_C,10,19,0.0245721278686961
Tout_C,10,20,0.0252700554869164
Tout_C,10,21,0.0262127096516134
Tout_C,10,22,0.0275127942345446
Tout_C,10,23,0.0293562768323794
Tout_C,10,24,0.0320720948918592
Tout_C,10,25,0.0362963042446508
Tout_C,10,26,0.0434131500790233
Tout_C,10,27,0.0569614339622683
Tout_C,10,28,0.0882283604657184
Tout_C,10,29,0.1855797496676146
Tout_C,11,0,0.0225717505132949
Tout_C,11,1,0.021731135958923
Tout_C,11,2,0.0214024482557346
Tout_C,11,3,0.0213351977582713
Tout_C,11,4,0.0214023274377378
Tout_C,11,5,0.0215346656375548
Tout_C,11,6,0.0216935193095971
Tout_C,11,7,0.0218577040856885
Tout_C,11,8,0.0220167311888378
Tout_C,11,9,0.0221669192187794
Tout_C,11,10,0.0223090556684285
Tout_C,11,11,0.0224469741421934
Tout_C,11,12,0.022586731744761
Tout_C,11,13,0.022736227583384
Tout_C,11,14,0.022905182465736
Tout_C,11,15,0.0231054635312804
Tout_C,11,16,0.0233517939154797
Tout_C,11,17,0.0236629668881797
Tout_C,11,18,0.0240638069808011
Tout_C,11,19,0.02458834341285
Tout_C,11,20,0.0252850859932782
Tout_C,11,21,0.026226176406123
Tout_C,11,22,0.0275241408977477
Tout_C,11,23,0.0293646727419397
Tout_C,11,24,0.0320762833171262
Tout_C,11,25,0.0362943604428422
Tout_C,11,26,0.043402044310418
Tout_C,11,27,0.0569354501822969
Tout_C,11,28,0.0881648509665825
Tout_C,11,29,0.185257976788272
Tout_C,12,0,0.0225748464266829
Tout_C,12,1,0.0217460085591056
Tout_C,12,2,0.0214224121526495
Tout_C,12,3,0.0213575682848815
Tout_C,12,4,0.0214258945444353
Tout_C,12,5,0.0215588281621214
Tout_C,12,6,0.0217179522240659
Tout_C,12,7,0.0218822175041688
Tout_C,12,8,0.0220412053722626
Tout_C,12,9,0.0221912718953945
Tout_C,12,10,0.0223332248864205
Tout_C,12,11,0.0224709080970906
Tout_C,12,12,0.0226103826030929
Tout_C,12,13,0.0227595469637605
Tout_C,12,14,0.0229281174263678
Tout_C,12,15,0.0231279525942501
Tout_C,12,16,0.0233737620054322
Tout_C,12,17,0.0236843185840729
Tout_C,12,18,0.0240844166103715
Tout_C,12,19,0.0246080405647991
Tout_C,12,20,0.0253036337543925
Tout_C,12,21,0.0262432383696514
Tout_C,12,22,0.0275392307945995
Tout_C,12,23,0.0293770788171138
Tout_C,12,24,0.032084954244955
Tout_C,12,25,0.0362977300894452
Tout_C,12,26,0.0433976377533818
Tout_C,12,27,0.0569176711789463
Tout_C,12,28,0.0881031693250101
Tout_C,12,29,0.184836767629195
Tout_C,13,0,0.0225782698350882
Tout_C,13,1,0.0217618787688095
Tout_C,13,2,0.0214437403149152
Tout_C,13,3,0.0213815701592074
Tout_C,13,4,0.0214513208412812
Tout_C,13,5,0.0215850528844123
Tout_C,13,6,0.0217446261536608
Tout_C,13,7,0.0219091248494056
Tout_C,13,8,0.0220681988944872
Tout_C,13,9,0.0222182421838073
Tout_C,13,10,0.022360083832486
Tout_C,13,11,0.0224975799670337
Tout_C,13,12,0.0226367983639754
Tout_C,13,13,0.0227856401334247
Tout_C,13,14,0.0229538203968852
Tout_C,13,15,0.0231531929345098
Tout_C,13,16,0.0233984578679154
Tout_C,13,17,0.0237083725144187
Tout_C,13,18,0.0241077067168862
Tout_C,13,19,0.0246304080150831
Tout_C,13,20,0.025324864202791
Tout_C,13,21,0.026263034687806
Tout_C,13,22,0.0275571740780432
Tout_C,13,23,0.029392573983757
Tout_C,13,24,0.0320971578823351
Tout_C,13,25,0.0363054487201738
Tout_C,13,26,0.0433990098646518
Tout_C,13,27,0.0569074843112204
Tout_C,13,28,0.0880446540521157
Tout_C,13,29,0.1843345005582842
Tout_C,14,0,0.0225818948303905
Tout_C,14,1,0.0217786889941861
Tout_C,14,2,0.0214664239880458
Tout_C,14,3,0.0214072211550583
Tout_C,14,4,0.0214786342292972
Tout_C,14,5,0.0216133667387908
Tout_C,14,6,0.0217735606327668
Tout_C,14,7,0.0219384343378366
Tout_C,14,8,0.0220977072516227
Tout_C,14,9,0.0222478121029011
Tout_C,14,10,0.0223896013962855
Tout_C,14,11,0.0225269461227511
Tout_C,14,12,0.0226659235239396
Tout_C,14,13,0.0228144402622947
Tout_C,14,14,0.0229822137440445
Tout_C,14,15,0.0231810963751193
Tout_C,14,16,0.0234257827305189
Tout_C,14,17,0.0237350186713973
Tout_C,14,18,0.02413355517072
Tout_C,14,19,0.0246553096155174
Tout_C,14,20,0.0253486243275065
Tout_C,14,21,0.026285391459173
Tout_C,14,22,0.0275777699674566
Tout_C,14,23,0.029410921089419
Tout_C,14,24,0.0321126046779113
Tout_C,14,25,0.0363171463286497
Tout_C,14,26,0.0434056537336048
Tout_C,14,27,0.0569041429236239
Tout_C,14,28,0.0879884067098904
Tout_C,14,29,0.1837556946520063
Tout_C,15,0,0.0225857536764137
Tout_C,15,1,0.0217966951251775
Tout_C,15,2,0.0214908526398492
Tout_C,15,3,0.0214349864354627
Tout_C,15,4,0.0215083392515136
Tout_C,15,5,0.0216442916925025
Tout_C,15,6,0.0218052814188751
Tout_C,15,7,0.0219706679446894
Tout_C,15,8,0.0221302442860162
Tout_C,15,9,0.0222804854810774
Tout_C,15,10,0.0224222709097571
Tout_C,15,11,0.0225594894621392
Tout_C,15,12,0.0226982312172351
Tout_C,15,13,0.0228464117528552
Tout_C,15,14,0.0230137539000369
Tout_C,15,15,0.0232121120037571
Tout_C,15,16,0.0234561785088503
Tout_C,15,17,0.0237646920753124
Tout_C,15,18,0.0241623894506568
Tout_C,15,19,0.0246831640216276
Tout_C,15,20,0.0253753215121255
Tout_C,15,21,0.0263107005136935
Tout_C,15,22,0.0276013866753619
Tout_C,15,23,0.0294324507836714
Tout_C,15,24,0.0321315602062055
Tout_C,15,25,0.0363329645496674
Tout_C,15,26,0.0434174466866923
Tout_C,15,27,0.0569068676289226
Tout_C,15,28,0.0879317800695103
Tout_C,15,29,0.1830932179399675
Tout_C,16,0,0.022590007603633
Tout_C,16,1,0.0218164260323912
Tout_C,16,2,0.0215177679493179
Tout_C,16,3,0.0214657295526097
Tout_C,16,4,0.0215413669860063
Tout_C,16,5,0.0216787930738855
Tout_C,16,6,0.0218407684013089
Tout_C,16,7,0.0220068082216713
Tout_C,16,8,0.0221667885263723
Tout_C,16,9,0.0223172336603534
Tout_C,16,10,0.0224590548963112
Tout_C,16,11,0.0225961638933383
Tout_C,16,12,0.022734667336059
Tout_C,16,13,0.0228824933196001
Tout_C,16,14,0.0230493734155067
Tout_C,16,15,0.0232471673568592
Tout_C,16,16,0.0234905688170666
Tout_C,16,17,0.0237983127276153
Tout_C,16,18,0.0241951258316985
Tout_C,16,19,0.0247148832879638
Tout_C,16,20,0.025405861490399
Tout_C,16,21,0.0263398568825511
Tout_C,16,22,0.0276289002988333
Tout_C,16,23,0.0294580030263134
Tout_C,16,24,0.0321547930465294
Tout_C,16,25,0.0363535207051153
Tout_C,16,26,0.0434346469849535
Tout_C,16,27,0.0569149156978022
Tout_C,16,28,0.0878706303052175
Tout_C,16,29,0.1823293585884962
Tout_C,17,0,0.0225949335724651
Tout_C,17,1,0.0218386723074391
Tout_C,17,2,0.0215482548141892
Tout_C,17,3,0.0215007047444404
Tout_C,17,4,0.0215790673391751
Tout_C,17,5,0.0217182723456055
Tout_C,17,6,0.0218814476396021
Tout_C,17,7,0.0220482899486412
Tout_C,17,8,0.0222087746053637
Tout_C,17,9,0.0223594860543734
Tout_C,17,10,0.0225013757630006
Tout_C,17,11,0.022638384135216
Tout_C,17,12,0.0227766395737043
Tout_C,17,13,0.0229240867123899
Tout_C,17,14,0.0230904696308391
Tout_C,17,15,0.0232876566455815
Tout_C,17,16,0.0235303459336388
Tout_C,17,17,0.0238372722364912
Tout_C,17,18,0.0242331561380128
Tout_C,17,19,0.0247518590173043
Tout_C,17,20,0.0254416342928261
Tout_C,17,21,0.0263742451809817
Tout_C,17,22,0.0276616812897821
Tout_C,17,23,0.0294889160009423
Tout_C,17,24,0.0321835685013098
Tout_C,17,25,0.0363799102958449
Tout_C,17,26,0.0434579133513936
Tout_C,17,27,0.0569276272446314
Tout_C,17,28,0.0877993825322983
Tout_C,17,29,0.1814359592840271
Tout_C,18,0,0.0226009302327064
Tout_C,18,1,0.0218645040098715
Tout_C,18,2,0.0215837666535385
Tout_C,18,3,0.0215415867194769
Tout_C,18,4,0.0216232414146501
Tout_C,18,5,0.0217646000922129
Tout_C,18,6,0.0219292249953522
Tout_C,18,7,0.0220970338524251
Tout_C,18,8,0.0222581260928272
Tout_C,18,9,0.0224091628823067
Tout_C,18,10,0.0225511473600784
Tout_C,18,11,0.022688057076176
Tout_C,18,12,0.0228260484079644
Tout_C,18,13,0.0229730873946451
Tout_C,18,14,0.023138934626947
Tout_C,18,15,0.0233354705935237
Tout_C,18,16,0.0235774011024473
Tout_C,18,17,0.023883463878525
Tout_C,18,18,0.0242783768291389
Tout_C,18,19,0.0247959916137746
Tout_C,18,20,0.0254845435521808
Tout_C,18,21,0.0264157690040089
Tout_C,18,22,0.0277016248909598
Tout_C,18,23,0.0295270574570798
Tout_C,18,24,0.03221968239776
Tout_C,18,25,0.0364137441295887
Tout_C,18,26,0.0434883441541688
Tout_C,18,27,0.0569444433730328
Tout_C,18,28,0.0877109081773144
Tout_C,18,29,0.1803737144648178
Tout_C,19,0,0.022608549157758
Tout_C,19,1,0.0218953206471032
Tout_C,19,2,0.0216261872842585
Tout_C,19,3,0.0215905394681558
Tout_C,19,4,0.0216762140280496
Tout_C,19,5,0.0218201905712765
Tout_C,19,6,0.0219865611142734
Tout_C,19,7,0.0221555212100153
Tout_C,19,8,0.0223173300942847
Tout_C,19,9,0.0224687491290292
Tout_C,19,10,0.0226108489289506
Tout_C,19,11,0.02274765520739
Tout_C,19,12,0.0228853602125985
Tout_C,19,13,0.0230319572904105
Tout_C,19,14,0.0231972281195139
Tout_C,19,15,0.0233930688704196
Tout_C,19,16,0.0236341965493566
Tout_C,19,17,0.0239393548667905
Tout_C,19,18,0.0243332620738884
Tout_C,19,19,0.0248497634829589
Tout_C,19,20,0.0255370798019438
Tout_C,19,21,0.0264669244352989
Tout_C,19,22,0.0277512249927047
Tout_C,19,23,0.0295748987662187
Tout_C,19,24,0.0322655342366732
Tout_C,19,25,0.0364572179626697
Tout_C,19,26,0.0435275296827312
Tout_C,19,27,0.0569648849703622
Tout_C,19,28,0.0875961845163141
Tout_C,19,29,0.1790906498297466
Tout_C,20,0,0.0226185668427044
Tout_C,20,1,0.0219329442201835
Tout_C,20,2,0.0216779383724828
Tout_C,20,3,0.0216503321947368
Tout_C,20,4,0.0217409544117967
Tout_C,20,5,0.0218881247048369
Tout_C,20,6,0.0220565953050746
Tout_C,20,7,0.0222269179648479
Tout_C,20,8,0.0223895609914788
Tout_C,20,9,0.0225414178051269
Tout_C,20,10,0.022683647684835
Tout_C,20,11,0.0228203388548928
Tout_C,20,12,0.022957729299922
Tout_C,20,13,0.0231038468643242
Tout_C,20,14,0.023268499272775
Tout_C,20,15,0.0234636027396785
Tout_C,20,16,0.0237038885395133
Tout_C,20,17,0.0240081095119835
Tout_C,20,18,0.0244009870432897
Tout_C,20,19,0.0249163626157649
Tout_C,20,20,0.0256024447288605
Tout_C,20,21,0.0265309246824155
Tout_C,20,22,0.0278136979010187
Tout_C,20,23,0.0296356374043617
Tout_C,20,24,0.03232424460937
Tout_C,20,25,0.0365132160192855
Tout_C,20,26,0.0435776107879123
Tout_C,20,27,0.0569884564344019
Tout_C,20,28,0.0874436397455697
Tout_C,20,29,0.1775197499877301
Tout_C,21,0,0.0226321234736469
Tout_C,21,1,0.0219797757572687
Tout_C,21,2,0.0217421496900109
Tout_C,21,3,0.0217245189181153
Tout_C,21,4,0.0218212607287919
Tout_C,21,5,0.0219723367079261
Tout_C,21,6,0.0221433329138623
Tout_C,21,7,0.0223152621627347
Tout_C,21,8,0.0224788674590277
Tout_C,21,9,0.0226312165232197
Tout_C,21,10,0.0227735850488917
Tout_C,21,11,0.0229101422187581
Tout_C,21,12,0.0230471840242772
Tout_C,21,13,0.0231927811880385
Tout_C,21,14,0.0233567737446524
Tout_C,21,15,0.0235511019507135
Tout_C,21,16,0.0237905150874054
Tout_C,21,17,0.0240937779360835
Tout_C,21,18,0.0244856175069353
Tout_C,21,19,0.0249998733365765
Tout_C,21,20,0.0256847421773243
Tout_C,21,21,0.0266118908134294
Tout_C,21,22,0.0278931719376904
Tout_C,21,23,0.0297133813399847
Tout_C,21,24,0.0323998278940129
Tout_C,21,25,0.0365854495602772
Tout_C,21,26,0.0436413241517499
Tout_C,21,27,0.0570144046815751
Tout_C,21,28,0.0872380137118438
Tout_C,21,29,0.1755755850204403
Tout_C,22,0,0.0226509763103614
Tout_C,22,1,0.0220390529643143
Tout_C,22,2,0.0218229264382271
Tout_C,22,3,0.0218177120405317
Tout_C,22,4,0.0219220375867566
Tout_C,22,5,0.0220778935226709
Tout_C,22,6,0.0222519250156855
Tout_C,22,7,0.0224257428513523
Tout_C,22,8,0.0225904506341644
Tout_C,22,9,0.0227433453042245
Tout_C,22,10,0.0228858544599319
Tout_C,22,11,0.023022251227233
Tout_C,22,12,0.0231589050540865
Tout_C,22,13,0.0233039394835736
Tout_C,22,14,0.0234672335263292
Tout_C,22,15,0.023660756596874
Tout_C,22,16,0.0238992792843978
Tout_C,22,17,0.0242015810684848
Tout_C,22,18,0.0245923963838981
Tout_C,22,19,0.0251055636140874
Tout_C,22,20,0.0257892661167822
Tout_C,22,21,0.0267151388190151
Tout_C,22,22,0.0279949706633034
Tout_C,22,23,0.0298134217738131
Tout_C,22,24,0.0324974375413951
Tout_C,22,25,0.036678636039666
Tout_C,22,26,0.0437220020970689
Tout_C,22,27,0.0570412104741583
Tout_C,22,28,0.0869584040867327
Tout_C,22,29,0.1731496767107958
Tout_C,23,0,0.0226779452216429
Tout_C,23,1,0.0221152755574694
Tout_C,23,2,0.021925772349194
Tout_C,23,3,0.0219360077300074
Tout_C,23,4,0.0220497221310443
Tout_C,23,5,0.0222114202997219
Tout_C,23,6,0.0223890928599436
Tout_C,23,7,0.0225651236767859
Tout_C,23,8,0.0227310869632235
Tout_C,23,9,0.0228845786899691
Tout_C,23,10,0.0230272232301923
Tout_C,23,11,0.0231634265602411
Tout_C,23,12,0.0232996497773376
Tout_C,23,13,0.0234440811372041
Tout_C,23,14,0.0236066462845076
Tout_C,23,15,0.0237993485953894
Tout_C,23,16,0.0240369835893465
Tout_C,23,17,0.0243383474382566
Tout_C,23,18,0.0247281831336194
Tout_C,23,19,0.0252403266365241
Tout_C,23,20,0.025922942491896
Tout_C,23,21,0.0268476187771753
Tout_C,23,22,0.0281260425159205
Tout_C,23,23,0.0299426401142109
Tout_C,23,24,0.0326237195502155
Tout_C,23,25,0.0367987219004635
Tout_C,23,26,0.0438234619429041
Tout_C,23,27,0.0570655871035505
Tout_C,23,28,0.0865749757300593
Tout_C,23,29,0.1701040361346928
Tout_C,24,0,0.0227176792336489
Tout_C,24,1,0.0222149154271816
Tout_C,24,2,0.0220582810823605
Tout_C,24,3,0.0220876686630297
Tout_C,24,4,0.0222129616880513
Tout_C,24,5,0.0223817737790707
Tout_C,24,6,0.0225637973099508
Tout_C,24,7,0.0227424093535529
Tout_C,24,8,0.0229097926316685
Tout_C,24,9,0.0230639300574219
Tout_C,24,10,0.0232066981675744
Tout_C,24,11,0.0233426708947532
Tout_C,24,12,0.0234784227071912
Tout_C,24,13,0.0236222200525458
Tout_C,24,14,0.0237840432771411
Tout_C,24,15,0.02397593485594
Tout_C,24,16,0.0242127176389511
Tout_C,24,17,0.0245132057821933
