seed,fold,target,base_model,epoch,training_loss,validation_loss,n_train_windows,n_validation_windows
42,3,Tout_C,lstm,1,0.0021723974496126,9.675282490206882e-05,20647,5880
42,3,Tout_C,lstm,2,0.0006121913902461,0.0001322443131357,20647,5880
42,3,Tout_C,lstm,3,0.0004601254186127,0.0002313270815648,20647,5880
42,3,Tout_C,lstm,4,0.0003932403342332,0.000116438648547,20647,5880
42,3,Tout_C,lstm,5,0.0003535286523401,6.773319910280406e-05,20647,5880
42,3,Tout_C,lstm,6,0.0003035350237041,0.0001875722082331,20647,5880
42,3,Tout_C,lstm,7,0.0002606197958812,7.29958774172701e-05,20647,5880
42,3,Tout_C,lstm,8,0.0002257706219097,7.963566167745739e-05,20647,5880
42,3,Tout_C,lstm,9,0.0002048253809334,1.794950367184356e-05,20647,5880
42,3,Tout_C,lstm,10,0.0001882253563962,2.798865534714423e-05,20647,5880
42,3,Tout_C,sa,1,0.0243775714188814,0.0014578282134607,20647,5880
42,3,Tout_C,sa,2,0.0055009247735142,0.0005402560345828,20647,5880
42,3,Tout_C,sa,3,0.0035828307736665,0.0015769189922139,20647,5880
42,3,Tout_C,sa,4,0.0022632682230323,0.0004047419643029,20647,5880
42,3,Tout_C,sa,5,0.0016465776134282,0.0003912403772119,20647,5880
42,3,Tout_C,sa,6,0.0013709496706724,0.0004205363511573,20647,5880
42,3,Tout_C,sa,7,0.0011866173008456,0.0012445455649867,20647,5880
42,3,Tout_C,sa,8,0.0012130512623116,0.0005339695489965,20647,5880
42,3,Tout_C,sa,9,0.0010558421490713,0.000200078706257,20647,5880
42,3,Tout_C,sa,10,0.0010524669196456,0.0001903233060147,20647,5880
42,3,logQ,cnn,1,0.0072314445860683,0.000723703764379,20647,5880
42,3,logQ,cnn,2,0.0030076887924224,0.0003337411326356,20647,5880
42,3,logQ,cnn,3,0.0021328898146748,0.0001698949490673,20647,5880
42,3,logQ,cnn,4,0.001751153729856,0.0003896585258189,20647,5880
42,3,logQ,cnn,5,0.0015611813869327,0.000367913453374,20647,5880
42,3,logQ,cnn,6,0.0014190977672114,0.0004837189917452,20647,5880
42,3,logQ,cnn,7,0.0014004375552758,0.0003610207932069,20647,5880
42,3,logQ,cnn,8,0.0013372440589591,0.0004090956645086,20647,5880
42,3,logQ,cnn,9,0.0013403040356934,0.000205102172913,20647,5880
42,3,logQ,cnn,10,0.0012729576556012,0.0002534310915507,20647,5880
42,3,logQ,lstm,1,0.0040726084262132,0.0001433934085071,20647,5880
42,3,logQ,lstm,2,0.0007037736941128,0.0001752130774548,20647,5880
42,3,logQ,lstm,3,0.0005193249089643,0.0001688314951024,20647,5880
42,3,logQ,lstm,4,0.0004463971417862,0.0001062986993929,20647,5880
42,3,logQ,lstm,5,0.0003857422852888,6.404508894775063e-05,20647,5880
42,3,logQ,lstm,6,0.0003439808497205,1.7908514564624056e-05,20647,5880
42,3,logQ,lstm,7,0.0003159715270157,3.5161217965651304e-05,20647,5880
42,3,logQ,lstm,8,0.0002869442396331,0.0003755004145205,20647,5880
42,3,logQ,lstm,9,0.0002635587879922,9.098697773879394e-05,20647,5880
42,3,logQ,lstm,10,0.0002391148445894,2.860068525478709e-05,20647,5880
42,3,logQ,sa,1,0.0152369551360607,0.0036526676267385,20647,5880
42,3,logQ,sa,2,0.0052581406198441,0.0022781488951295,20647,5880
42,3,logQ,sa,3,0.0039036290254443,0.0004888800904154,20647,5880
42,3,logQ,sa,4,0.0029200883582234,0.0002232867846032,20647,5880
42,3,logQ,sa,5,0.0024342194665223,0.0005493073258548,20647,5880
42,3,logQ,sa,6,0.0022452385164797,0.0002954023366328,20647,5880
42,3,logQ,sa,7,0.0020496908109635,0.0007386302459053,20647,5880
42,3,logQ,sa,8,0.0020359077025204,0.0002404050610493,20647,5880
42,3,logQ,sa,9,0.0020124905277043,0.0007320228032767,20647,5880
42,3,logQ,sa,10,0.0020878729410469,0.0004454723966773,20647,5880
42,4,Tout_C,cnn,1,0.0097309332340955,0.0004556264611892,21814,4713
42,4,Tout_C,cnn,2,0.0034069188404828,0.0012260894291102,21814,4713
42,4,Tout_C,cnn,3,0.0021468696650117,0.0011637582210823,21814,4713
42,4,Tout_C,cnn,4,0.0014236845308914,0.0007849241956137,21814,4713
42,4,Tout_C,cnn,5,0.0011269047390669,0.0005729926633648,21814,4713
42,4,Tout_C,cnn,6,0.0009737499058246,0.000620589707978,21814,4713
42,4,Tout_C,cnn,7,0.0008639256702736,0.0009865534957498,21814,4713
42,4,Tout_C,cnn,8,0.0008360897772945,0.0009823784930631,21814,4713
42,4,Tout_C,cnn,9,0.0007832185365259,0.000771120248828,21814,4713
42,4,Tout_C,cnn,10,0.0007621717522852,0.0006113973795436,21814,4713
42,4,Tout_C,lstm,1,0.0019052738789469,0.0001035611639963,21814,4713
42,4,Tout_C,lstm,2,0.0006317824008874,0.0003706647257786,21814,4713
42,4,Tout_C,lstm,3,0.0004630587645806,0.0003050868690479,21814,4713
42,4,Tout_C,lstm,4,0.0004063918604515,5.196552228881046e-05,21814,4713
42,4,Tout_C,lstm,5,0.0003509598318487,0.0001293183449888,21814,4713
42,4,Tout_C,lstm,6,0.0003167848626617,8.34836537251249e-05,21814,4713
42,4,Tout_C,lstm,7,0.0002820774097926,1.9542516383808103e-05,21814,4713
42,4,Tout_C,lstm,8,0.0002360421058256,8.03655984782381e-06,21814,4713
42,4,Tout_C,lstm,9,0.0002205344499088,9.079358278540894e-05,21814,4713
42,4,Tout_C,lstm,10,0.0001879525807453,7.234966324176639e-05,21814,4713
42,4,Tout_C,sa,1,0.0168884471058845,0.0004254692175891,21814,4713
42,4,Tout_C,sa,2,0.0054167006164789,0.000400579359848,21814,4713
42,4,Tout_C,sa,3,0.0033249713014811,0.0002086930180666,21814,4713
42,4,Tout_C,sa,4,0.0022426836658269,0.000191257437109,21814,4713
42,4,Tout_C,sa,5,0.0015019831480458,0.0002614435215946,21814,4713
42,4,Tout_C,sa,6,0.0012903402093797,0.0005045889411121,21814,4713
42,4,Tout_C,sa,7,0.0012520255986601,0.0003761435509659,21814,4713
42,4,Tout_C,sa,8,0.001241032150574,0.0005713283317163,21814,4713
42,4,Tout_C,sa,9,0.0012255797628313,0.0003867556515615,21814,4713
42,4,Tout_C,sa,10,0.0012506183702498,0.0002848903241101,21814,4713
42,4,logQ,cnn,1,0.0084089618176221,0.0010888674296438,21814,4713
42,4,logQ,cnn,2,0.0032787157688289,0.0024022429715842,21814,4713
42,4,logQ,cnn,3,0.002355687553063,0.0005418583168648,21814,4713
42,4,logQ,cnn,4,0.0018683467060327,0.0007086470723152,21814,4713
42,4,logQ,cnn,5,0.001640991657041,0.0015427448088303,21814,4713
42,4,logQ,cnn,6,0.0015847125323489,0.0012388739269226,21814,4713
42,4,logQ,cnn,7,0.0014672368997707,0.0023405691608786,21814,4713
42,4,logQ,cnn,8,0.0014160537393763,0.0009775914950296,21814,4713
42,4,logQ,cnn,9,0.0014085472794249,0.0008316837484017,21814,4713
42,4,logQ,cnn,10,0.0013789244694635,0.0008844045223668,21814,4713
42,4,logQ,lstm,1,0.0042761391960084,0.0001881105272332,21814,4713
42,4,logQ,lstm,2,0.000663416692987,0.0001055612083291,21814,4713
42,4,logQ,lstm,3,0.0005217001307755,0.0005185944028198,21814,4713
42,4,logQ,lstm,4,0.0004420817422214,0.0002521054120734,21814,4713
42,4,logQ,lstm,5,0.0003808775218203,0.0003105278592556,21814,4713
42,4,logQ,lstm,6,0.0003425895411055,0.0002209471422247,21814,4713
42,4,logQ,lstm,7,0.0002918992831837,3.025680052815005e-05,21814,4713
42,4,logQ,lstm,8,0.000272412027698,4.738860661746003e-05,21814,4713
42,4,logQ,lstm,9,0.0002557023253757,1.4019412446941716e-05,21814,4713
42,4,logQ,lstm,10,0.0002100425917888,0.0001365295320283,21814,4713
42,4,logQ,sa,1,0.0243597794324159,0.0011488446034491,21814,4713
42,4,logQ,sa,2,0.0074801077134907,0.000582851585932,21814,4713
42,4,logQ,sa,3,0.0049654771573841,0.0004233720246702,21814,4713
42,4,logQ,sa,4,0.0037279403768479,0.0008121617138385,21814,4713
42,4,logQ,sa,5,0.0028567630797624,0.0004997605574317,21814,4713
42,4,logQ,sa,6,0.0025143029633909,0.0007576480857096,21814,4713
42,4,logQ,sa,7,0.0023498246446251,0.0003207981935702,21814,4713
42,4,logQ,sa,8,0.0022220930550247,0.000555325357709,21814,4713
42,4,logQ,sa,9,0.0022189635783433,6.693676550639793e-05,21814,4713
42,4,logQ,sa,10,0.0021348104346543,0.0002229994715889,21814,4713
42,5,Tout_C,cnn,1,0.0062600346282124,0.0004180301039014,22159,4368
42,5,Tout_C,cnn,2,0.0021475269459187,0.0025602767709642,22159,4368
42,5,Tout_C,cnn,3,0.0014543157303705,0.0002525045129004,22159,4368
42,5,Tout_C,cnn,4,0.0011624550679698,0.0003693084290716,22159,4368
42,5,Tout_C,cnn,5,0.0010219368850812,0.0003247364948038,22159,4368
42,5,Tout_C,cnn,6,0.0009595353039912,0.0001378596207359,22159,4368
42,5,Tout_C,cnn,7,0.0008992688963189,0.0004037424223497,22159,4368
42,5,Tout_C,cnn,8,0.0008794582099653,0.0001038890550262,22159,4368
42,5,Tout_C,cnn,9,0.0008654617704451,0.0001324913173448,22159,4368
42,5,Tout_C,cnn,10,0.000866009038873,0.0013669078471139,22159,4368
42,5,Tout_C,lstm,1,0.0022911212872713,0.0002643174957484,22159,4368
42,5,Tout_C,lstm,2,0.0005530914058908,0.000117406634672,22159,4368
42,5,Tout_C,lstm,3,0.0004438589385244,6.357509846566245e-05,22159,4368
42,5,Tout_C,lstm,4,0.0003791921189986,0.0001024192388285,22159,4368
42,5,Tout_C,lstm,5,0.0003399604174774,4.654570875572972e-05,22159,4368
42,5,Tout_C,lstm,6,0.0003051403036806,0.0002431177126709,22159,4368
42,5,Tout_C,lstm,7,0.0002515405940357,2.571806362539064e-05,22159,4368
42,5,Tout_C,lstm,8,0.0002316792088095,7.283832383109257e-05,22159,4368
42,5,Tout_C,lstm,9,0.0002095868112519,4.279648783267476e-05,22159,4368
42,5,Tout_C,lstm,10,0.0001964837283594,2.308772673131898e-05,22159,4368
42,5,Tout_C,sa,1,0.0211310945451259,0.0021181721240282,22159,4368
42,5,Tout_C,sa,2,0.0053139002993702,0.0008549221674911,22159,4368
42,5,Tout_C,sa,3,0.0031082481145858,0.0003295475326012,22159,4368
42,5,Tout_C,sa,4,0.0021537076681852,0.0002540910500101,22159,4368
42,5,Tout_C,sa,5,0.0021140791941434,0.0001663877483224,22159,4368
42,5,Tout_C,sa,6,0.0018776666838675,0.0002026805159403,22159,4368
42,5,Tout_C,sa,7,0.0018409806070849,0.0006863661692477,22159,4368
42,5,Tout_C,sa,8,0.0017896373756229,0.000738512200769,22159,4368
42,5,Tout_C,sa,9,0.0017604563618078,0.0001280728756682,22159,4368
42,5,Tout_C,sa,10,0.0016567005077376,0.0003886752529069,22159,4368
42,5,logQ,cnn,1,0.0076309321448206,0.0001802313054213,22159,4368
42,5,logQ,cnn,2,0.003200099337846,0.0009931726381182,22159,4368
42,5,logQ,cnn,3,0.0022483530919998,0.0001226177118951,22159,4368
42,5,logQ,cnn,4,0.0018219955964013,0.0001890811981866,22159,4368
42,5,logQ,cnn,5,0.0015898421406745,4.101141894352622e-05,22159,4368
42,5,logQ,cnn,6,0.0014110072515904,4.382505721878261e-05,22159,4368
42,5,logQ,cnn,7,0.0013198542874306,9.44527200772427e-05,22159,4368
42,5,logQ,cnn,8,0.001279529184103,0.0001076813859981,22159,4368
42,5,logQ,cnn,9,0.001265961676836,0.0002437978982925,22159,4368
42,5,logQ,cnn,10,0.0012618252076208,0.0003603689256124,22159,4368
42,5,logQ,lstm,1,0.0034136588219553,8.431004971498623e-05,22159,4368
42,5,logQ,lstm,2,0.0006688830908387,2.8970698622288182e-05,22159,4368
42,5,logQ,lstm,3,0.0004936446784995,1.055539814842632e-05,22159,4368
42,5,logQ,lstm,4,0.000422631681431,8.758345211390406e-05,22159,4368
42,5,logQ,lstm,5,0.00034114785376,1.0548191312409472e-05,22159,4368
42,5,logQ,lstm,6,0.0003284370759502,0.0001314985420322,22159,4368
42,5,logQ,lstm,7,0.0002801463997457,1.923148192872759e-05,22159,4368
42,5,logQ,lstm,8,0.0002531981735955,7.391932740574703e-06,22159,4368
42,5,logQ,lstm,9,0.0002228075027232,1.6737962141633034e-05,22159,4368
42,5,logQ,lstm,10,0.0002030397154157,1.4412261407414915e-05,22159,4368
42,5,logQ,sa,1,0.0227308794856071,0.0004445074882823,22159,4368
42,5,logQ,sa,2,0.006887748837471,0.0007760350708849,22159,4368
42,5,logQ,sa,3,0.0049003828316926,0.0003575466107577,22159,4368
42,5,logQ,sa,4,0.0037776692770421,0.0003059291047975,22159,4368
42,5,logQ,sa,5,0.0034651088062673,0.0002537525724619,22159,4368
42,5,logQ,sa,6,0.0030171130783855,0.000100860306702,22159,4368
42,5,logQ,sa,7,0.0030233387369662,0.0005508480244316,22159,4368
42,5,logQ,sa,8,0.002862288383767,0.0004654072981793,22159,4368
42,5,logQ,sa,9,0.0029154864605516,5.6321579904761165e-05,22159,4368
42,5,logQ,sa,10,0.002962403697893,0.0002707632374949,22159,4368
